Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CPM,CTR,Clicks,RPC,CPC,Ad Spend,Conversions,Conversion Rate,Revenue,RPCon,Likes,Shares,Comments,Engagement Rate,Profit,ROAS,ROI
Summer ,6/14/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1949,9.24,0.01,16,3.90,1.10,18.01,4,24.4,63.84,15.96,88,42,0,6.6,45.83,3.54,254.5
Summer ,6/15/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2073,13.20,0.01,25,4.21,1.10,27.36,5,20.1,104.72,20.94,91,35,4,6.3,77.36,3.83,282.8
Summer ,6/16/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2071,7.30,0.01,23,1.71,0.67,15.12,2,8.9,38.64,19.32,72,56,11,6.7,23.52,2.56,155.5
Summer ,6/17/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2065,10.56,0.01,19,14.40,1.16,21.80,4,21.3,270.48,67.62,83,27,2,5.4,248.68,12.41,1141.0
Summer ,6/18/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1684,12.51,0.01,18,2.16,1.18,21.06,5,28.0,38.64,7.73,76,20,4,5.9,17.58,1.83,83.4
Summer ,6/19/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1924,9.92,0.01,24,3.54,0.80,19.08,4,16.8,84.56,21.14,44,53,7,5.4,65.48,4.43,343.1
Summer ,6/20/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1426,6.75,0.01,13,10.56,0.75,9.63,6,46.7,135.52,22.59,82,38,6,8.8,125.89,14.08,1307.6
Summer ,6/21/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2355,7.63,0.01,26,1.61,0.70,17.97,6,23.4,41.44,6.91,91,45,5,6.0,23.47,2.31,130.6
Summer ,6/22/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1597,7.73,0.01,18,9.39,0.69,12.34,3,16.8,168.00,56.00,53,56,3,7.0,155.66,13.61,1261.0
Summer ,6/23/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2304,3.36,0.01,26,4.71,0.30,7.74,4,15.5,121.52,30.38,104,14,8,5.5,113.78,15.70,1470.1
Summer ,6/24/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2044,1.98,0.01,21,19.47,0.19,4.04,2,9.4,413.84,206.92,67,38,3,5.3,409.80,102.45,10144.7
Summer ,6/25/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1662,12.81,0.01,20,20.05,1.05,21.30,2,9.9,406.56,203.28,68,48,2,7.1,385.26,19.09,1809.1
Summer ,6/26/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1612,3.84,0.01,15,16.50,0.40,6.19,4,25.8,255.36,63.84,95,57,5,9.7,249.17,41.26,4025.6
Summer ,6/27/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1647,1.72,0.01,20,8.16,0.14,2.84,4,19.7,165.20,41.30,65,38,5,6.5,162.36,58.26,5726.2
Summer ,6/28/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2454,2.47,0.01,23,4.11,0.26,6.06,5,21.4,95.76,19.15,59,41,1,4.1,89.70,15.80,1479.7
Summer ,6/29/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2091,6.49,0.01,20,12.88,0.69,13.56,5,25.4,253.12,50.62,90,41,4,6.4,239.56,18.66,1766.2
Summer ,6/30/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2002,5.88,0.01,21,15.72,0.56,11.77,2,9.5,330.40,165.20,44,50,11,5.2,318.63,28.07,2706.9
Summer ,7/1/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2370,5.64,0.01,23,9.07,0.57,13.38,5,21.3,212.80,42.56,56,30,6,3.9,199.42,15.91,1491.0
Summer ,7/2/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1790,6.57,0.01,22,10.85,0.53,11.77,4,18.0,240.80,60.20,46,27,3,4.2,229.03,20.47,1946.6
Summer ,7/3/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2183,6.64,0.01,27,10.93,0.54,14.50,7,26.1,293.44,41.92,62,15,7,3.9,278.94,20.24,1923.8
Summer ,7/4/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1735,11.61,0.01,16,17.18,1.29,20.14,7,44.8,268.24,38.32,106,26,3,7.7,248.10,13.32,1231.8
Summer ,7/5/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1517,4.49,0.01,17,16.31,0.39,6.80,5,28.7,284.48,56.90,104,54,7,10.9,277.68,41.81,4081.0
Summer ,7/6/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1438,5.94,0.01,16,22.78,0.53,8.53,4,24.8,366.80,91.70,89,21,0,7.6,358.27,42.98,4198.3
Summer ,7/7/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1482,9.19,0.01,15,5.69,0.91,13.62,3,20.0,85.12,28.37,77,21,3,6.8,71.50,6.25,525.1
Summer ,7/8/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2141,10.81,0.01,22,14.48,1.07,23.14,5,23.1,313.04,62.61,62,24,6,4.3,289.90,13.53,1252.8
Summer ,7/9/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1582,11.79,0.01,14,8.06,1.31,18.65,5,35.1,114.80,22.96,79,23,8,6.9,96.15,6.15,515.5
Summer ,7/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1326,8.10,0.01,12,18.13,0.91,10.74,2,16.9,213.92,106.96,90,26,10,9.5,203.18,19.92,1892.2
Summer ,7/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1525,7.11,0.01,16,6.74,0.69,10.84,5,31.8,105.84,21.17,92,39,4,8.9,95.00,9.76,876.5
Summer ,7/12/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1403,3.83,0.01,12,14.39,0.43,5.37,4,32.0,179.76,44.94,82,47,5,9.5,174.39,33.47,3247.0
Summer ,7/13/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2215,13.69,0.01,25,4.86,1.19,30.31,6,23.6,123.76,20.63,119,35,6,7.2,93.45,4.08,308.3
Summer ,7/14/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2074,5.21,0.01,28,1.77,0.38,10.80,7,24.6,50.40,7.20,103,38,4,7.0,39.60,4.67,366.7
Summer ,7/15/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1690,3.84,0.01,14,9.11,0.48,6.49,2,14.8,123.20,61.60,58,35,5,5.7,116.71,18.99,1798.8
Summer ,7/16/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2217,13.10,0.01,26,12.40,1.11,29.04,4,15.3,324.24,81.06,89,29,11,5.8,295.20,11.17,1016.7
Summer ,7/17/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1499,12.96,0.01,16,6.40,1.20,19.43,6,37.1,103.60,17.27,55,39,5,6.6,84.17,5.33,433.2
Summer ,7/18/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2165,4.24,0.01,23,6.73,0.40,9.18,5,21.8,154.56,30.91,29,39,2,3.2,145.38,16.83,1583.4
Summer ,7/19/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1540,1.82,0.01,16,2.47,0.18,2.80,4,25.7,38.40,9.60,49,27,4,5.2,35.60,13.72,1271.8
Summer ,7/20/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2092,8.26,0.01,29,5.51,0.59,17.28,4,13.7,161.28,40.32,83,24,10,5.6,144.00,9.33,833.5
Summer ,7/21/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2311,8.64,0.01,29,3.74,0.68,19.95,3,10.2,109.76,36.59,38,2,1,1.8,89.81,5.50,450.1
Summer ,7/22/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1582,11.22,0.01,15,1.76,1.22,17.76,3,20.6,25.60,8.53,71,12,1,5.3,7.84,1.44,44.2
Summer ,7/23/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2300,11.75,0.01,24,12.95,1.13,27.02,5,20.9,309.68,61.94,72,36,7,5.0,282.66,11.46,1046.0
Summer ,7/24/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1950,1.33,0.01,22,4.53,0.12,2.60,5,23.1,98.00,19.60,59,30,3,4.7,95.40,37.74,3674.0
Summer ,7/25/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1552,6.24,0.01,12,16.73,0.78,9.68,6,48.3,207.76,34.63,73,15,9,6.3,198.08,21.45,2045.4
Summer ,7/26/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1452,2.28,0.01,14,4.83,0.23,3.31,2,13.9,69.44,34.72,44,23,7,5.1,66.13,21.00,1999.9
Summer ,7/27/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2365,8.32,0.01,23,9.61,0.84,19.67,2,8.5,225.12,112.56,38,39,8,3.6,205.45,11.45,1044.6
Summer ,7/28/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1297,9.49,0.01,15,3.22,0.84,12.31,6,40.9,47.20,7.87,70,29,7,8.1,34.89,3.83,283.5
Summer ,7/29/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1482,2.44,0.01,17,6.84,0.21,3.61,6,34.9,117.60,19.60,54,2,10,4.4,113.99,32.57,3156.8
Summer ,7/30/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2255,1.31,0.01,20,6.85,0.15,2.94,1,5.1,134.40,134.40,41,14,10,2.9,131.46,45.68,4467.5
Summer ,7/31/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2038,0.55,0.01,19,2.07,0.06,1.11,5,27.0,38.40,7.68,29,38,9,3.7,37.29,34.51,3350.7
Summer ,8/1/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1781,1.53,0.01,25,9.98,0.11,2.72,5,20.2,246.96,49.39,54,2,8,3.6,244.24,90.70,8970.4
Summer ,8/2/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2276,12.42,0.01,25,1.55,1.15,28.27,4,16.3,38.08,9.52,73,36,5,5.0,9.81,1.35,34.7
Summer ,8/3/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1562,1.97,0.01,15,7.47,0.21,3.08,5,34.1,109.76,21.95,53,17,3,4.6,106.68,35.59,3459.5
Summer ,8/4/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1903,10.59,0.01,19,1.90,1.07,20.16,7,37.2,35.84,5.12,62,2,8,3.8,15.68,1.78,77.8
Summer ,8/5/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1575,4.10,0.01,17,2.47,0.39,6.45,6,36.3,40.80,6.80,82,11,6,6.2,34.35,6.32,532.4
Summer ,8/6/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1418,17.78,0.01,20,2.26,1.27,25.22,5,25.2,44.80,8.96,74,38,4,8.2,19.58,1.78,77.7
Summer ,8/7/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1362,2.73,0.01,12,20.06,0.30,3.72,3,24.2,248.64,82.88,47,2,2,3.7,244.92,66.87,6587.0
Summer ,8/8/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2198,2.21,0.01,19,10.04,0.26,4.86,4,21.4,187.60,46.90,25,20,5,2.3,182.74,38.61,3761.5
Summer ,8/9/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2398,5.67,0.01,25,3.67,0.55,13.59,5,20.2,90.72,18.14,59,11,3,3.0,77.13,6.68,567.8
Summer ,8/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1510,6.70,0.01,16,3.13,0.65,10.11,5,32.1,48.72,9.74,46,3,9,3.8,38.61,4.82,381.8
Summer ,8/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2376,8.97,0.01,31,1.22,0.69,21.31,3,9.7,37.60,12.53,55,38,4,4.1,16.29,1.76,76.4
Summer ,8/12/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1897,0.52,0.01,20,10.25,0.05,0.99,7,35.5,202.16,28.88,74,32,4,5.8,201.17,204.97,20397.1
Summer ,8/13/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1435,0.95,0.01,15,4.24,0.09,1.36,5,33.2,63.84,12.77,23,18,9,3.5,62.48,47.08,4608.0
Summer ,8/14/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2220,5.99,0.01,23,4.81,0.57,13.28,4,17.2,112.00,28.00,49,36,9,4.2,98.72,8.43,743.1
Summer ,8/15/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2270,12.48,0.01,27,4.17,1.04,28.33,5,18.4,113.68,22.74,29,6,5,1.8,85.35,4.01,301.2
Summer ,8/16/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1850,14.52,0.01,25,0.38,1.06,26.87,5,19.7,9.60,1.92,77,36,5,6.4,-17.27,0.36,-64.3
Summer ,8/17/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1430,0.91,0.01,14,1.22,0.09,1.30,4,27.7,17.60,4.40,48,3,7,4.1,16.30,13.54,1253.9
Summer ,8/18/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2192,0.50,0.01,27,2.21,0.04,1.09,5,18.4,59.92,11.98,37,6,2,2.1,58.83,55.13,5412.5
Summer ,8/19/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1237,10.67,0.01,14,6.28,0.92,13.20,1,7.0,90.16,90.16,34,23,10,5.3,76.96,6.83,582.9
Summer ,8/20/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1391,4.88,0.01,15,1.09,0.46,6.78,4,27.1,16.00,4.00,29,2,6,2.6,9.22,2.36,135.9
Summer ,8/21/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2096,8.71,0.01,21,9.28,0.88,18.26,5,24.1,192.64,38.53,40,15,7,2.9,174.38,10.55,954.8
Summer ,8/22/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1979,13.69,0.01,23,1.13,1.16,27.09,1,4.3,26.40,26.40,17,9,1,1.4,-0.69,0.97,-2.5
Summer ,8/23/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2278,3.61,0.01,22,2.67,0.38,8.22,4,18.5,57.68,14.42,62,11,4,3.4,49.46,7.01,601.5
Summer ,8/24/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2219,8.33,0.01,26,0.00,0.70,18.49,3,11.4,0.00,0.00,71,8,4,3.7,-18.49,0.00,-100.0
Summer ,8/25/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1553,0.50,0.01,13,5.43,0.06,0.77,5,38.8,70.00,14.00,85,14,8,6.9,69.23,90.52,8951.6
Summer ,8/26/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1483,9.51,0.01,14,10.28,0.98,14.10,5,34.8,147.84,29.57,48,38,10,6.4,133.74,10.49,948.6
Summer ,8/27/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2031,11.07,0.01,23,2.68,0.98,22.49,2,8.7,61.60,30.80,35,29,8,3.5,39.11,2.74,173.9
Summer ,8/28/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2009,8.80,0.01,16,3.59,1.10,17.68,5,31.1,57.68,11.54,20,8,10,1.9,40.00,3.26,226.3
Summer ,8/29/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2112,8.24,0.01,29,9.98,0.61,17.39,1,3.5,284.48,284.48,67,35,6,5.1,267.09,16.36,1535.6
Summer ,8/30/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1543,4.31,0.01,19,8.85,0.35,6.64,4,21.1,168.00,42.00,79,32,2,7.3,161.36,25.30,2429.9
Summer ,8/31/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1992,14.04,0.01,24,3.51,1.16,27.96,7,29.0,84.56,12.08,47,33,3,4.2,56.60,3.02,202.4
Fall ,9/1/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1780,3.05,0.01,19,6.15,0.28,5.43,0,0.0,119.28,0.00,72,21,7,5.6,113.85,21.96,2095.6
Fall ,9/2/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2567,11.47,0.01,32,3.46,0.91,29.43,6,18.6,112.00,18.67,76,39,11,4.9,82.57,3.81,280.5
Fall ,9/3/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2870,7.31,0.01,40,6.07,0.53,20.99,2,5.0,240.24,120.12,79,20,8,3.7,219.25,11.44,1044.5
Fall ,9/4/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3001,9.83,0.01,38,4.59,0.78,29.49,5,13.2,173.60,34.72,88,24,8,4.0,144.11,5.89,488.6
Fall ,9/5/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1880,4.64,0.01,23,2.81,0.38,8.72,4,17.4,64.40,16.10,24,39,9,3.8,55.68,7.39,638.9
Fall ,9/6/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1930,12.42,0.01,21,5.72,1.15,23.97,4,19.2,119.28,29.82,67,32,6,5.4,95.31,4.98,397.6
Fall ,9/7/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2402,10.15,0.01,34,3.77,0.71,24.39,5,14.6,129.36,25.87,65,11,10,3.6,104.97,5.30,430.4
Fall ,9/8/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2678,16.01,0.01,31,8.98,1.38,42.87,3,9.7,278.88,92.96,94,23,7,4.6,236.01,6.51,550.5
Fall ,9/9/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1775,3.26,0.02,28,4.07,0.21,5.78,2,7.3,112.00,56.00,89,44,9,8.0,106.22,19.39,1838.5
Fall ,9/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2950,8.16,0.01,31,4.75,0.77,24.08,2,6.4,148.40,74.20,42,38,7,2.9,124.32,6.16,516.3
Fall ,9/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2843,8.38,0.01,37,10.72,0.64,23.84,2,5.4,399.28,199.64,59,20,7,3.0,375.44,16.75,1575.1
Fall ,9/12/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3224,19.94,0.02,51,2.82,1.27,64.28,3,5.9,142.80,47.60,83,36,8,3.9,78.52,2.22,122.1
Fall ,9/13/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2370,17.42,0.01,31,5.29,1.35,41.27,2,6.5,161.84,80.92,59,36,5,4.2,120.57,3.92,292.1
Fall ,9/14/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2065,7.26,0.01,25,6.95,0.61,14.99,2,8.1,170.80,85.40,83,11,6,4.8,155.81,11.39,1039.4
Fall ,9/15/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1991,12.18,0.01,28,2.39,0.87,24.25,1,3.6,66.64,66.64,78,44,8,6.5,42.39,2.75,174.8
Fall ,9/16/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2937,21.95,0.02,48,0.84,1.33,64.45,3,6.2,40.88,13.63,47,2,12,2.1,-23.57,0.63,-36.6
Fall ,9/17/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3319,13.55,0.01,40,2.43,1.12,44.98,1,2.5,97.44,97.44,49,8,4,1.8,52.46,2.17,116.6
Fall ,9/18/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2494,6.30,0.01,33,3.85,0.47,15.71,2,6.0,128.80,64.40,40,11,5,2.2,113.09,8.20,720.0
Fall ,9/19/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3198,13.74,0.01,43,2.19,1.01,43.93,2,4.6,95.20,47.60,32,2,6,1.2,51.27,2.17,116.7
Fall ,9/20/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2264,8.31,0.01,26,6.53,0.71,18.81,3,11.3,173.04,57.68,64,38,2,4.6,154.23,9.20,820.1
Fall ,9/21/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2415,6.20,0.02,37,4.71,0.40,14.97,5,13.4,176.40,35.28,78,8,6,3.8,161.43,11.78,1078.1
Fall ,9/22/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1873,5.92,0.01,24,7.24,0.47,11.09,2,8.5,170.80,85.40,59,42,4,5.6,159.71,15.40,1439.9
Fall ,9/23/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2062,17.08,0.01,24,3.41,1.46,35.22,1,4.1,82.32,82.32,67,18,10,4.6,47.10,2.34,133.7
Fall ,9/24/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3139,16.42,0.01,36,0.94,1.44,51.53,2,5.6,33.60,16.80,67,44,8,3.8,-17.93,0.65,-34.8
Fall ,9/25/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1727,6.20,0.02,27,1.64,0.40,10.71,2,7.5,44.00,22.00,47,35,6,5.1,33.29,4.11,310.9
Fall ,9/26/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2254,3.25,0.01,25,11.96,0.29,7.32,2,7.9,301.84,150.92,36,27,8,3.1,294.52,41.23,4022.9
Fall ,9/27/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1786,13.53,0.01,24,3.93,1.01,24.17,4,16.7,94.08,23.52,46,38,7,5.0,69.91,3.89,289.2
Fall ,9/28/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2530,16.00,0.01,31,2.32,1.29,40.47,3,9.6,72.80,24.27,95,3,8,4.2,32.33,1.80,79.9
Fall ,9/29/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1869,2.42,0.01,20,5.31,0.23,4.51,2,10.2,104.16,52.08,74,42,4,6.4,99.65,23.08,2207.7
Fall ,9/30/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2045,14.65,0.01,21,7.86,1.45,29.95,4,19.4,162.40,40.60,62,15,7,4.1,132.45,5.42,442.3
Fall ,10/1/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2492,16.40,0.01,35,4.07,1.18,40.87,2,5.8,141.12,70.56,50,47,4,4.0,100.25,3.45,245.3
Fall ,10/2/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1980,17.26,0.01,24,1.57,1.45,34.16,4,17.0,36.96,9.24,38,36,8,4.2,2.80,1.08,8.2
Fall ,10/3/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1719,5.46,0.01,18,9.13,0.51,9.38,2,10.9,168.00,84.00,102,8,11,7.0,158.62,17.91,1690.9
Fall ,10/4/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2351,4.24,0.01,28,5.83,0.35,9.96,4,14.1,165.76,41.44,83,41,7,5.5,155.80,16.65,1564.8
Fall ,10/5/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2061,7.56,0.02,35,0.72,0.45,15.58,6,17.3,24.80,4.13,91,15,5,5.4,9.22,1.59,59.2
Fall ,10/6/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2569,10.71,0.01,26,3.53,1.05,27.51,3,11.4,92.40,30.80,61,44,4,4.2,64.89,3.36,235.8
Fall ,10/7/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3154,4.49,0.01,42,7.32,0.34,14.16,3,7.2,304.64,101.55,68,42,9,3.8,290.48,21.52,2052.1
Fall ,10/8/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3034,4.46,0.01,41,1.18,0.33,13.52,3,7.3,48.16,16.05,89,27,4,3.9,34.64,3.56,256.3
Fall ,10/9/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2500,12.74,0.01,23,3.54,1.40,31.85,5,22.0,80.64,16.13,56,42,3,4.1,48.79,2.53,153.2
Fall ,10/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2399,9.78,0.01,32,7.63,0.73,23.47,6,18.7,245.28,40.88,48,33,4,3.5,221.81,10.45,945.2
Fall ,10/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2962,4.19,0.01,38,4.38,0.33,12.41,2,5.3,164.64,82.32,78,20,9,3.6,152.23,13.26,1226.3
Fall ,10/12/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2165,18.49,0.01,29,3.30,1.38,40.04,4,13.8,95.76,23.94,71,42,6,5.5,55.72,2.39,139.2
Fall ,10/13/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2565,8.50,0.01,32,9.66,0.68,21.80,5,15.6,309.68,61.94,89,44,5,5.4,287.88,14.20,1320.4
Fall ,10/14/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2398,8.34,0.01,33,4.62,0.60,20.00,3,9.0,154.00,51.33,62,42,3,4.5,134.00,7.70,670.0
Fall ,10/15/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2328,15.41,0.01,31,4.74,1.15,35.87,6,19.2,147.84,24.64,80,42,10,5.7,111.97,4.12,312.1
Fall ,10/16/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2434,15.89,0.02,41,4.57,0.94,38.67,0,0.0,188.16,0.00,79,9,2,3.7,149.49,4.87,386.6
Fall ,10/17/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2111,11.83,0.01,31,3.22,0.81,24.96,5,16.2,99.12,19.82,78,38,6,5.8,74.16,3.97,297.0
Fall ,10/18/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2902,2.86,0.01,39,1.76,0.21,8.29,4,10.1,69.44,17.36,92,51,8,5.2,61.15,8.38,737.8
Fall ,10/19/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2254,11.02,0.01,33,0.07,0.76,24.84,4,12.2,2.40,0.60,64,38,8,4.8,-22.44,0.10,-90.3
Fall ,10/20/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2562,16.54,0.01,38,2.68,1.11,42.37,8,21.0,102.48,12.81,53,33,9,3.7,60.11,2.42,141.9
Fall ,10/21/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2741,15.83,0.01,36,4.53,1.19,43.38,3,8.2,165.20,55.07,61,30,10,3.7,121.82,3.81,280.8
Fall ,10/22/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2290,6.30,0.01,32,5.57,0.45,14.43,5,15.6,178.64,35.73,90,36,8,5.9,164.21,12.38,1138.2
Fall ,10/23/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2109,5.52,0.01,24,2.66,0.48,11.64,6,24.7,64.40,10.73,32,48,7,4.1,52.76,5.53,453.2
Fall ,10/24/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2977,15.80,0.02,47,6.66,1.00,47.04,2,4.3,313.04,156.52,82,24,11,3.9,266.00,6.66,565.5
Fall ,10/25/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1816,7.50,0.01,27,8.92,0.51,13.61,3,11.2,238.00,79.33,78,30,3,6.1,224.39,17.48,1648.1
